X,Y,Z
-4.595959595959596022e+00,-4.292929292929293261e+00,5.859620312240703191e-03
-4.494949494949494806e+00,-4.292929292929293261e+00,-6.752347167863453903e-02
-4.393939393939393590e+00,-4.292929292929293261e+00,-1.397672011550757376e-01
-4.292929292929293261e+00,-4.292929292929293261e+00,-2.104805334720770416e-01
-4.191919191919192045e+00,-4.292929292929293261e+00,-2.793012030295680681e-01
-4.090909090909090828e+00,-4.292929292929293261e+00,-3.458978178681149096e-01
-3.989898989898989612e+00,-4.292929292929293261e+00,-4.099715873157388502e-01
-3.888888888888888840e+00,-4.292929292929293261e+00,-4.712576678220179449e-01
-3.787878787878788067e+00,-4.292929292929293261e+00,-5.295261264922920263e-01
-3.686868686868686851e+00,-4.292929292929293261e+00,-5.845825261079172774e-01
-3.585858585858585634e+00,-4.292929292929293261e+00,-6.362681395383396055e-01
-3.484848484848484862e+00,-4.292929292929293261e+00,-6.844598053694137541e-01
-3.383838383838384090e+00,-4.292929292929293261e+00,-7.290694402446704636e-01
-3.282828282828282873e+00,-4.292929292929293261e+00,-7.700432268001184966e-01
-3.181818181818181657e+00,-4.292929292929293261e+00,-8.073604991300253886e-01
-3.080808080808080884e+00,-4.292929292929293261e+00,-8.410323504166556940e-01
-2.979797979797979668e+00,-4.292929292929293261e+00,-8.710999896610638338e-01
-2.878787878787878896e+00,-4.292929292929293261e+00,-8.976328763397463106e-01
-2.777777777777777679e+00,-4.292929292929293261e+00,-9.207266632634973913e-01
-2.676767676767676907e+00,-4.292929292929293261e+00,-9.405009789159292088e-01
-2.575757575757575690e+00,-4.292929292929293261e+00,-9.570970810917875937e-01
-2.474747474747474918e+00,-4.292929292929293261e+00,-9.706754137373664326e-01
-2.373737373737373701e+00,-4.292929292929293261e+00,-9.814130985217268677e-01
-2.272727272727272929e+00,-4.292929292929293261e+00,-9.895013918493957839e-01
-2.171717171717171713e+00,-4.292929292929293261e+00,-9.951431367811158779e-01
-2.070707070707070940e+00,-4.292929292929293261e+00,-9.985502376844227479e-01
-1.969696969696969724e+00,-4.292929292929293261e+00,-9.999411834228559837e-01
-1.868686868686868952e+00,-4.292929292929293261e+00,-9.995386425509947825e-01
-1.767676767676767735e+00,-4.292929292929293261e+00,-9.975671513586649164e-01
-1.666666666666666519e+00,-4.292929292929293261e+00,-9.942509127545081649e-01
-1.565656565656565746e+00,-4.292929292929293261e+00,-9.898117209555578055e-01
-1.464646464646464530e+00,-4.292929292929293261e+00,-9.844670238196906453e-01
-1.363636363636363757e+00,-4.292929292929293261e+00,-9.784281314902453230e-01
-1.262626262626262541e+00,-4.292929292929293261e+00,-9.718985768881023279e-01
-1.161616161616161769e+00,-4.292929292929293261e+00,-9.650726305589849563e-01
-1.060606060606060552e+00,-4.292929292929293261e+00,-9.581339695350868935e-01
-9.595959595959593358e-01,-4.292929292929293261e+00,-9.512544972703996793e-01
-8.585858585858590075e-01,-4.292929292929293261e+00,-9.445933094235465788e-01
-7.575757575757577911e-01,-4.292929292929293261e+00,-9.382957983486435172e-01
-6.565656565656565746e-01,-4.292929292929293261e+00,-9.324928876622942120e-01
-5.555555555555553582e-01,-4.292929292929293261e+00,-9.273003872198778419e-01
-4.545454545454550299e-01,-4.292929292929293261e+00,-9.228184582795815327e-01
-3.535353535353538135e-01,-4.292929292929293261e+00,-9.191311785651227195e-01
-2.525252525252525970e-01,-4.292929292929293261e+00,-9.163061973481300138e-01
-1.515151515151513806e-01,-4.292929292929293261e+00,-9.143944715317061656e-01
-5.050505050505016413e-02,-4.292929292929293261e+00,-9.134300749838847322e-01
5.050505050505016413e-02,-4.292929292929293261e+00,-9.134300749838847322e-01
1.515151515151513806e-01,-4.292929292929293261e+00,-9.143944715317061656e-01
2.525252525252525970e-01,-4.292929292929293261e+00,-9.163061973481300138e-01
3.535353535353538135e-01,-4.292929292929293261e+00,-9.191311785651227195e-01
4.545454545454541417e-01,-4.292929292929293261e+00,-9.228184582795815327e-01
5.555555555555553582e-01,-4.292929292929293261e+00,-9.273003872198778419e-01
6.565656565656565746e-01,-4.292929292929293261e+00,-9.324928876622942120e-01
7.575757575757577911e-01,-4.292929292929293261e+00,-9.382957983486435172e-01
8.585858585858581193e-01,-4.292929292929293261e+00,-9.445933094235463567e-01
9.595959595959593358e-01,-4.292929292929293261e+00,-9.512544972703996793e-01
1.060606060606060552e+00,-4.292929292929293261e+00,-9.581339695350868935e-01
1.161616161616161769e+00,-4.292929292929293261e+00,-9.650726305589849563e-01
1.262626262626262097e+00,-4.292929292929293261e+00,-9.718985768881023279e-01
1.363636363636363313e+00,-4.292929292929293261e+00,-9.784281314902453230e-01
1.464646464646464530e+00,-4.292929292929293261e+00,-9.844670238196906453e-01
1.565656565656565746e+00,-4.292929292929293261e+00,-9.898117209555578055e-01
1.666666666666666963e+00,-4.292929292929293261e+00,-9.942509127545081649e-01
1.767676767676767291e+00,-4.292929292929293261e+00,-9.975671513586649164e-01
1.868686868686868507e+00,-4.292929292929293261e+00,-9.995386425509947825e-01
1.969696969696969724e+00,-4.292929292929293261e+00,-9.999411834228559837e-01
2.070707070707070940e+00,-4.292929292929293261e+00,-9.985502376844227479e-01
2.171717171717171269e+00,-4.292929292929293261e+00,-9.951431367811158779e-01
2.272727272727272485e+00,-4.292929292929293261e+00,-9.895013918493957839e-01
2.373737373737373701e+00,-4.292929292929293261e+00,-9.814130985217268677e-01
2.474747474747474918e+00,-4.292929292929293261e+00,-9.706754137373664326e-01
2.575757575757575246e+00,-4.292929292929293261e+00,-9.570970810917875937e-01
2.676767676767676463e+00,-4.292929292929293261e+00,-9.405009789159292088e-01
2.777777777777777679e+00,-4.292929292929293261e+00,-9.207266632634973913e-01
2.878787878787878896e+00,-4.292929292929293261e+00,-8.976328763397463106e-01
2.979797979797979224e+00,-4.292929292929293261e+00,-8.710999896610638338e-01
3.080808080808081328e+00,-4.292929292929293261e+00,-8.410323504166556940e-01
3.181818181818181657e+00,-4.292929292929293261e+00,-8.073604991300253886e-01
3.282828282828281985e+00,-4.292929292929293261e+00,-7.700432268001184966e-01
3.383838383838384090e+00,-4.292929292929293261e+00,-7.290694402446704636e-01
3.484848484848484418e+00,-4.292929292929293261e+00,-6.844598053694137541e-01
3.585858585858586522e+00,-4.292929292929293261e+00,-6.362681395383396055e-01
3.686868686868686851e+00,-4.292929292929293261e+00,-5.845825261079172774e-01
3.787878787878787179e+00,-4.292929292929293261e+00,-5.295261264922928035e-01
3.888888888888889284e+00,-4.292929292929293261e+00,-4.712576678220179449e-01
3.989898989898989612e+00,-4.292929292929293261e+00,-4.099715873157388502e-01
4.090909090909089940e+00,-4.292929292929293261e+00,-3.458978178681157423e-01
4.191919191919192045e+00,-4.292929292929293261e+00,-2.793012030295680681e-01
4.292929292929292373e+00,-4.292929292929293261e+00,-2.104805334720770416e-01
4.393939393939394478e+00,-4.292929292929293261e+00,-1.397672011550748494e-01
4.494949494949494806e+00,-4.292929292929293261e+00,-6.752347167863453903e-02
4.595959595959595134e+00,-4.292929292929293261e+00,5.859620312239815013e-03
4.696969696969697239e+00,-4.292929292929293261e+00,7.996474337970360668e-02
4.797979797979797567e+00,-4.292929292929293261e+00,1.543510954806721902e-01
4.898989898989899672e+00,-4.292929292929293261e+00,2.285575659938219317e-01
5.000000000000000000e+00,-4.292929292929293261e+00,3.021062112202224648e-01
-5.000000000000000000e+00,-4.191919191919192045e+00,2.392090810524068467e-01
-4.898989898989898784e+00,-4.191919191919192045e+00,1.637317692551948922e-01
-4.797979797979797567e+00,-4.191919191919192045e+00,8.794856951324070415e-02
-4.696969696969697239e+00,-4.191919191919192045e+00,1.234540095858434328e-02
-4.595959595959596022e+00,-4.191919191919192045e+00,-6.261130163429001749e-02
-4.494949494949494806e+00,-4.191919191919192045e+00,-1.364780663797351135e-01
-4.393939393939393590e+00,-4.191919191919192045e+00,-2.088375263137123294e-01
-4.292929292929293261e+00,-4.191919191919192045e+00,-2.793012030295680681e-01
-4.191919191919192045e+00,-4.191919191919192045e+00,-3.475119145087923189e-01
-4.090909090909090828e+00,-4.191919191919192045e+00,-4.131457943285248291e-01
-3.989898989898989612e+00,-4.191919191919192045e+00,-4.759139140622763442e-01
-3.888888888888888840e+00,-4.191919191919192045e+00,-5.355635053149473412e-01
-3.787878787878788067e+00,-4.191919191919192045e+00,-5.918787823935000025e-01
-3.686868686868686851e+00,-4.191919191919192045e+00,-6.446813710574028633e-01
-3.585858585858585634e+00,-4.191919191919192045e+00,-6.938303530662945917e-01
-3.484848484848484862e+00,-4.191919191919192045e+00,-7.392219402969455455e-01
-3.383838383838384090e+00,-4.191919191919192045e+00,-7.807887959904833419e-01
-3.282828282828282873e+00,-4.191919191919192045e+00,-8.184990241704868108e-01
-3.181818181818181657e+00,-4.191919191919192045e+00,-8.523548514029261058e-01
-3.080808080808080884e+00,-4.191919191919192045e+00,-8.823910278142665931e-01
-2.979797979797979668e+00,-4.191919191919192045e+00,-9.086729766131126373e-01
-2.878787878787878896e+00,-4.191919191919192045e+00,-9.312947232473663961e-01
-2.777777777777777679e+00,-4.191919191919192045e+00,-9.503766367522082925e-01
-2.676767676767676907e+00,-4.191919191919192045e+00,-9.660630167891978148e-01
-2.575757575757575690e+00,-4.191919191919192045e+00,-9.785195603345840931e-01
-2.474747474747474918e+00,-4.191919191919192045e+00,-9.879307419430207737e-01
-2.373737373737373701e+00,-4.191919191919192045e+00,-9.944971409956300246e-01
-2.272727272727272929e+00,-4.191919191919192045e+00,-9.984327483501460598e-01
-2.171717171717171713e+00,-4.191919191919192045e+00,-9.999622833643548869e-01
-2.070707070707070940e+00,-4.191919191919192045e+00,-9.993185503884480791e-01
-1.969696969696969724e+00,-4.191919191919192045e+00,-9.967398615510520976e-01
-1.868686868686868952e+00,-4.191919191919192045e+00,-9.924675500391375582e-01
-1.767676767676767735e+00,-4.191919191919192045e+00,-9.867435951428884522e-01
-1.666666666666666519e+00,-4.191919191919192045e+00,-9.798083771594854330e-01
-1.565656565656565746e+00,-4.191919191919192045e+00,-9.718985768881023279e-01
-1.464646464646464530e+00,-4.191919191919192045e+00,-9.632452309720156425e-01
-1.363636363636363757e+00,-4.191919191919192045e+00,-9.540719508276324090e-01
-1.262626262626262541e+00,-4.191919191919192045e+00,-9.445933094235463567e-01
-1.161616161616161769e+00,-4.191919191919192045e+00,-9.350133968168901077e-01
-1.060606060606060552e+00,-4.191919191919192045e+00,-9.255245422010497380e-01
-9.595959595959593358e-01,-4.191919191919192045e+00,-9.163061973481296807e-01
-8.585858585858590075e-01,-4.191919191919192045e+00,-9.075239738165815639e-01
-7.575757575757577911e-01,-4.191919191919192045e+00,-8.993288242069458205e-01
-6.565656565656565746e-01,-4.191919191919192045e+00,-8.918563561440616683e-01
-5.555555555555553582e-01,-4.191919191919192045e+00,-8.852262665865006097e-01
-4.545454545454550299e-01,-4.191919191919192045e+00,-8.795418835415976799e-01
-3.535353535353538135e-01,-4.191919191919192045e+00,-8.748898023074511698e-01
-2.525252525252525970e-01,-4.191919191919192045e+00,-8.713396039621554845e-01
-1.515151515151513806e-01,-4.191919191919192045e+00,-8.689436449454537303e-01
-5.050505050505016413e-02,-4.191919191919192045e+00,-8.677369081789432226e-01
5.050505050505016413e-02,-4.191919191919192045e+00,-8.677369081789432226e-01
1.515151515151513806e-01,-4.191919191919192045e+00,-8.689436449454537303e-01
2.525252525252525970e-01,-4.191919191919192045e+00,-8.713396039621554845e-01
3.535353535353538135e-01,-4.191919191919192045e+00,-8.748898023074511698e-01
4.545454545454541417e-01,-4.191919191919192045e+00,-8.795418835415976799e-01
5.555555555555553582e-01,-4.191919191919192045e+00,-8.852262665865006097e-01
6.565656565656565746e-01,-4.191919191919192045e+00,-8.918563561440616683e-01
7.575757575757577911e-01,-4.191919191919192045e+00,-8.993288242069458205e-01
8.585858585858581193e-01,-4.191919191919192045e+00,-9.075239738165815639e-01
9.595959595959593358e-01,-4.191919191919192045e+00,-9.163061973481296807e-01
1.060606060606060552e+00,-4.191919191919192045e+00,-9.255245422010497380e-01
1.161616161616161769e+00,-4.191919191919192045e+00,-9.350133968168901077e-01
1.262626262626262097e+00,-4.191919191919192045e+00,-9.445933094235463567e-01
1.363636363636363313e+00,-4.191919191919192045e+00,-9.540719508276324090e-01
1.464646464646464530e+00,-4.191919191919192045e+00,-9.632452309720156425e-01
1.565656565656565746e+00,-4.191919191919192045e+00,-9.718985768881023279e-01
1.666666666666666963e+00,-4.191919191919192045e+00,-9.798083771594854330e-01
1.767676767676767291e+00,-4.191919191919192045e+00,-9.867435951428884522e-01
1.868686868686868507e+00,-4.191919191919192045e+00,-9.924675500391375582e-01
1.969696969696969724e+00,-4.191919191919192045e+00,-9.967398615510520976e-01
2.070707070707070940e+00,-4.191919191919192045e+00,-9.993185503884480791e-01
2.171717171717171269e+00,-4.191919191919192045e+00,-9.999622833643548869e-01
2.272727272727272485e+00,-4.191919191919192045e+00,-9.984327483501460598e-01
2.373737373737373701e+00,-4.191919191919192045e+00,-9.944971409956300246e-01
2.474747474747474918e+00,-4.191919191919192045e+00,-9.879307419430207737e-01
2.575757575757575246e+00,-4.191919191919192045e+00,-9.785195603345840931e-01
2.676767676767676463e+00,-4.191919191919192045e+00,-9.660630167891978148e-01
2.777777777777777679e+00,-4.191919191919192045e+00,-9.503766367522082925e-01
2.878787878787878896e+00,-4.191919191919192045e+00,-9.312947232473663961e-01
2.979797979797979224e+00,-4.191919191919192045e+00,-9.086729766131126373e-01
3.080808080808081328e+00,-4.191919191919192045e+00,-8.823910278142661490e-01
3.181818181818181657e+00,-4.191919191919192045e+00,-8.523548514029261058e-01
3.282828282828281985e+00,-4.191919191919192045e+00,-8.184990241704868108e-01
3.383838383838384090e+00,-4.191919191919192045e+00,-7.807887959904833419e-01
3.484848484848484418e+00,-4.191919191919192045e+00,-7.392219402969455455e-01
3.585858585858586522e+00,-4.191919191919192045e+00,-6.938303530662939256e-01
3.686868686868686851e+00,-4.191919191919192045e+00,-6.446813710574028633e-01
3.787878787878787179e+00,-4.191919191919192045e+00,-5.918787823935006687e-01
3.888888888888889284e+00,-4.191919191919192045e+00,-5.355635053149473412e-01
3.989898989898989612e+00,-4.191919191919192045e+00,-4.759139140622763442e-01
4.090909090909089940e+00,-4.191919191919192045e+00,-4.131457943285248291e-01
4.191919191919192045e+00,-4.191919191919192045e+00,-3.475119145087923189e-01
4.292929292929292373e+00,-4.191919191919192045e+00,-2.793012030295689008e-01
4.393939393939394478e+00,-4.191919191919192045e+00,-2.088375263137106086e-01
4.494949494949494806e+00,-4.191919191919192045e+00,-1.364780663797351135e-01
4.595959595959595134e+00,-4.191919191919192045e+00,-6.261130163429090567e-02
4.696969696969697239e+00,-4.191919191919192045e+00,1.234540095858434328e-02
4.797979797979797567e+00,-4.191919191919192045e+00,8.794856951324070415e-02
4.898989898989899672e+00,-4.191919191919192045e+00,1.637317692551948922e-01
5.000000000000000000e+00,-4.191919191919192045e+00,2.392090810524068467e-01
-5.000000000000000000e+00,-4.090909090909090828e+00,1.761947957915153407e-01
-4.898989898989898784e+00,-4.090909090909090828e+00,9.909951233871538978e-02
-4.797979797979797567e+00,-4.090909090909090828e+00,2.206050582272844202e-02
-4.696969696969697239e+00,-4.090909090909090828e+00,-5.442967125419226337e-02
-4.595959595959596022e+00,-4.090909090909090828e+00,-1.299006493486275504e-01
-4.494949494949494806e+00,-4.090909090909090828e+00,-2.039077142408401155e-01
-4.393939393939393590e+00,-4.090909090909090828e+00,-2.760349195273783529e-01
-4.292929292929293261e+00,-4.090909090909090828e+00,-3.458978178681149096e-01
-4.191919191919192045e+00,-4.090909090909090828e+00,-4.131457943285248291e-01
-4.090909090909090828e+00,-4.090909090909090828e+00,-4.774639899650782171e-01
-3.989898989898989612e+00,-4.090909090909090828e+00,-5.385748086451191963e-01
-3.888888888888888840e+00,-4.090909090909090828e+00,-5.962390049155652516e-01
-3.787878787878788067e+00,-4.090909090909090828e+00,-6.502563554811598978e-01
-3.686868686868686851e+00,-4.090909090909090828e+00,-7.004659214674774370e-01
-3.585858585858585634e+00,-4.090909090909090828e+00,-7.467459130731419759e-01
-3.484848484848484862e+00,-4.090909090909090828e+00,-7.890131724084028519e-01
-3.383838383838384090e+00,-4.090909090909090828e+00,-8.272222942249511934e-01
-3.282828282828282873e+00,-4.090909090909090828e+00,-8.613644078193967157e-01
-3.181818181818181657e+00,-4.090909090909090828e+00,-8.914656465988167744e-01
-3.080808080808080884e+00,-4.090909090909090828e+00,-9.175853345939416483e-01
-2.979797979797979668e+00,-4.090909090909090828e+00,-9.398139215614217390e-01
-2.878787878787878896e+00,-4.090909090909090828e+00,-9.582707002037000876e-01
-2.777777777777777679e+00,-4.090909090909090828e+00,-9.731013404313866300e-01
-2.676767676767676907e+00,-4.090909090909090828e+00,-9.844752764825281943e-01
-2.575757575757575690e+00,-4.090909090909090828e+00,-9.925829830859906888e-01
-2.474747474747474918e+00,-4.090909090909090828e+00,-9.976331767090000913e-01
-2.373737373737373701e+00,-4.090909090909090828e+00,-9.998499772654603213e-01
-2.272727272727272929e+00,-4.090909090909090828e+00,-9.994700644929607192e-01
-2.171717171717171713e+00,-4.090909090909090828e+00,-9.967398615510520976e-01
-2.070707070707070940e+00,-4.090909090909090828e+00,-9.919127762779679225e-01
-1.969696969696969724e+00,-4.090909090909090828e+00,-9.852465280022725258e-01
-1.868686868686868952e+00,-4.090909090909090828e+00,-9.770005848830538575e-01
-1.767676767676767735e+00,-4.090909090909090828e+00,-9.674337334988222237e-01
-1.666666666666666519e+00,-4.090909090909090828e+00,-9.568017988811474694e-01
-1.565656565656565746e+00,-4.090909090909090828e+00,-9.453555294622585370e-01
-1.464646464646464530e+00,-4.090909090909090828e+00,-9.333386575518057837e-01
-1.363636363636363757e+00,-4.090909090909090828e+00,-9.209861420588346670e-01
-1.262626262626262541e+00,-4.090909090909090828e+00,-9.085225963181351450e-01
-1.161616161616161769e+00,-4.090909090909090828e+00,-8.961609001565080668e-01
-1.060606060606060552e+00,-4.090909090909090828e+00,-8.841009918365946296e-01
-9.595959595959593358e-01,-4.090909090909090828e+00,-8.725288323349589259e-01
-8.585858585858590075e-01,-4.090909090909090828e+00,-8.616155316341572723e-01
-7.575757575757577911e-01,-4.090909090909090828e+00,-8.515166244149638963e-01
-6.565656565656565746e-01,-4.090909090909090828e+00,-8.423714807930515747e-01
-5.555555555555553582e-01,-4.090909090909090828e+00,-8.343028366078113489e-01
-4.545454545454550299e-01,-4.090909090909090828e+00,-8.274164272751892701e-01
-3.535353535353538135e-01,-4.090909090909090828e+00,-8.218007093760526516e-01
-2.525252525252525970e-01,-4.090909090909090828e+00,-8.175266549583122266e-01
-1.515151515151513806e-01,-4.090909090909090828e+00,-8.146476049522501928e-01
-5.050505050505016413e-02,-4.090909090909090828e+00,-8.131991700775237364e-01
5.050505050505016413e-02,-4.090909090909090828e+00,-8.131991700775237364e-01
1.515151515151513806e-01,-4.090909090909090828e+00,-8.146476049522501928e-01
2.525252525252525970e-01,-4.090909090909090828e+00,-8.175266549583122266e-01
3.535353535353538135e-01,-4.090909090909090828e+00,-8.218007093760526516e-01
4.545454545454541417e-01,-4.090909090909090828e+00,-8.274164272751892701e-01
5.555555555555553582e-01,-4.090909090909090828e+00,-8.343028366078113489e-01
6.565656565656565746e-01,-4.090909090909090828e+00,-8.423714807930515747e-01
7.575757575757577911e-01,-4.090909090909090828e+00,-8.515166244149638963e-01
8.585858585858581193e-01,-4.090909090909090828e+00,-8.616155316341572723e-01
9.595959595959593358e-01,-4.090909090909090828e+00,-8.725288323349589259e-01
1.060606060606060552e+00,-4.090909090909090828e+00,-8.841009918365946296e-01
1.161616161616161769e+00,-4.090909090909090828e+00,-8.961609001565080668e-01
1.262626262626262097e+00,-4.090909090909090828e+00,-9.085225963181351450e-01
1.363636363636363313e+00,-4.090909090909090828e+00,-9.209861420588346670e-01
1.464646464646464530e+00,-4.090909090909090828e+00,-9.333386575518057837e-01
1.565656565656565746e+00,-4.090909090909090828e+00,-9.453555294622585370e-01
1.666666666666666963e+00,-4.090909090909090828e+00,-9.568017988811474694e-01
1.767676767676767291e+00,-4.090909090909090828e+00,-9.674337334988222237e-01
1.868686868686868507e+00,-4.090909090909090828e+00,-9.770005848830538575e-01
1.969696969696969724e+00,-4.090909090909090828e+00,-9.852465280022725258e-01
2.070707070707070940e+00,-4.090909090909090828e+00,-9.919127762779679225e-01
2.171717171717171269e+00,-4.090909090909090828e+00,-9.967398615510520976e-01
2.272727272727272485e+00,-4.090909090909090828e+00,-9.994700644929607192e-01
2.373737373737373701e+00,-4.090909090909090828e+00,-9.998499772654603213e-01
2.474747474747474918e+00,-4.090909090909090828e+00,-9.976331767090000913e-01
2.575757575757575246e+00,-4.090909090909090828e+00,-9.925829830859906888e-01
2.676767676767676463e+00,-4.090909090909090828e+00,-9.844752764825281943e-01
2.777777777777777679e+00,-4.090909090909090828e+00,-9.731013404313866300e-01
2.878787878787878896e+00,-4.090909090909090828e+00,-9.582707002037000876e-01
2.979797979797979224e+00,-4.090909090909090828e+00,-9.398139215614219610e-01
3.080808080808081328e+00,-4.090909090909090828e+00,-9.175853345939416483e-01
3.181818181818181657e+00,-4.090909090909090828e+00,-8.914656465988167744e-01
3.282828282828281985e+00,-4.090909090909090828e+00,-8.613644078193971598e-01
3.383838383838384090e+00,-4.090909090909090828e+00,-8.272222942249511934e-01
3.484848484848484418e+00,-4.090909090909090828e+00,-7.890131724084034071e-01
3.585858585858586522e+00,-4.090909090909090828e+00,-7.467459130731414207e-01
3.686868686868686851e+00,-4.090909090909090828e+00,-7.004659214674774370e-01
3.787878787878787179e+00,-4.090909090909090828e+00,-6.502563554811605639e-01
3.888888888888889284e+00,-4.090909090909090828e+00,-5.962390049155652516e-01
3.989898989898989612e+00,-4.090909090909090828e+00,-5.385748086451191963e-01
4.090909090909089940e+00,-4.090909090909090828e+00,-4.774639899650782171e-01
4.191919191919192045e+00,-4.090909090909090828e+00,-4.131457943285248291e-01
4.292929292929292373e+00,-4.090909090909090828e+00,-3.458978178681157423e-01
4.393939393939394478e+00,-4.090909090909090828e+00,-2.760349195273774647e-01
4.494949494949494806e+00,-4.090909090909090828e+00,-2.039077142408401155e-01
4.595959595959595134e+00,-4.090909090909090828e+00,-1.299006493486275504e-01
4.696969696969697239e+00,-4.090909090909090828e+00,-5.442967125419226337e-02
4.797979797979797567e+00,-4.090909090909090828e+00,2.206050582272844202e-02
4.898989898989899672e+00,-4.090909090909090828e+00,9.909951233871538978e-02
5.000000000000000000e+00,-4.090909090909090828e+00,1.761947957915153407e-01
-5.000000000000000000e+00,-3.989898989898989612e+00,1.133893482762726584e-01
-4.898989898989898784e+00,-3.989898989898989612e+00,3.498735039161579574e-02
-4.797979797979797567e+00,-3.989898989898989612e+00,-4.298743662396449505e-02
-4.696969696969697239e+00,-3.989898989898989612e+00,-1.200371900523949931e-01
-4.595959595959596022e+00,-3.989898989898989612e+00,-1.956890095358964632e-01
-4.494949494949494806e+00,-3.989898989898989612e+00,-2.694983740723701504e-01
-4.393939393939393590e+00,-3.989898989898989612e+00,-3.410522154482200641e-01
-4.292929292929293261e+00,-3.989898989898989612e+00,-4.099715873157388502e-01
-4.191919191919192045e+00,-3.989898989898989612e+00,-4.759139140622763442e-01
-4.090909090909090828e+00,-3.989898989898989612e+00,-5.385748086451191963e-01
-3.989898989898989612e+00,-3.989898989898989612e+00,-5.976894536204649944e-01
-3.888888888888888840e+00,-3.989898989898989612e+00,-6.530335446184485360e-01
-3.787878787878788067e+00,-3.989898989898989612e+00,-7.044238004506790940e-01
-3.686868686868686851e+00,-3.989898989898989612e+00,-7.517180488252280801e-01
-3.585858585858585634e+00,-3.989898989898989612e+00,-7.948149012312968331e-01
-3.484848484848484862e+00,-3.989898989898989612e+00,-8.336530348888764319e-01
-3.383838383838384090e+00,-3.989898989898989612e+00,-8.682101036876515021e-01
-3.282828282828282873e+00,-3.989898989898989612e+00,-8.985013037173746886e-01
-3.181818181818181657e+00,-3.989898989898989612e+00,-9.245776222761427077e-01
-3.080808080808080884e+00,-3.989898989898989612e+00,-9.465238020947078779e-01
-2.979797979797979668e+00,-3.989898989898989612e+00,-9.644560549004086436e-01
-2.878787878787878896e+00,-3.989898989898989612e+00,-9.785195603345840931e-01
-2.777777777777777679e+00,-3.989898989898989612e+00,-9.888857876092663757e-01
-2.676767676767676907e+00,-3.989898989898989612e+00,-9.957496781251620188e-01
-2.575757575757575690e+00,-3.989898989898989612e+00,-9.993267275623554102e-01
-2.474747474747474918e+00,-3.989898989898989612e+00,-9.998500056934461755e-01
-2.373737373737373701e+00,-3.989898989898989612e+00,-9.975671513586649164e-01
-2.272727272727272929e+00,-3.989898989898989612e+00,-9.927373786940956180e-01
-2.171717171717171713e+00,-3.989898989898989612e+00,-9.856285288355742802e-01
-2.070707070707070940e+00,-3.989898989898989612e+00,-9.765141989585365279e-01
-1.969696969696969724e+00,-3.989898989898989612e+00,-9.656709776931978739e-01
-1.868686868686868952e+00,-3.989898989898989612e+00,-9.533758127191231946e-01
-1.767676767676767735e+00,-3.989898989898989612e+00,-9.399035327469912326e-01
-1.666666666666666519e+00,-3.989898989898989612e+00,-9.255245422010497380e-01
-1.565656565656565746e+00,-3.989898989898989612e+00,-9.105027027956648089e-01
-1.464646464646464530e+00,-3.989898989898989612e+00,-8.950934119345997919e-01
-1.363636363636363757e+00,-3.989898989898989612e+00,-8.795418835415972358e-01
-1.262626262626262541e+00,-3.989898989898989612e+00,-8.640816326517759549e-01
-1.161616161616161769e+00,-3.989898989898989612e+00,-8.489331609568632198e-01
-1.060606060606060552e+00,-3.989898989898989612e+00,-8.343028366078113489e-01
-9.595959595959593358e-01,-3.989898989898989612e+00,-8.203819580403782785e-01
-8.585858585858590075e-01,-3.989898989898989612e+00,-8.073459885038087869e-01
-7.575757575757577911e-01,-3.989898989898989612e+00,-7.953539454332744230e-01
-6.565656565656565746e-01,-3.989898989898989612e+00,-7.845479268951295326e-01
-5.555555555555553582e-01,-3.989898989898989612e+00,-7.750527561157245504e-01
-4.545454545454550299e-01,-3.989898989898989612e+00,-7.669757246248851690e-01
-3.535353535353538135e-01,-3.989898989898989612e+00,-7.604064148250014865e-01
-2.525252525252525970e-01,-3.989898989898989612e+00,-7.554165838301538649e-01
-1.515151515151513806e-01,-3.989898989898989612e+00,-7.520600921717983667e-01
-5.050505050505016413e-02,-3.989898989898989612e+00,-7.503728633744201071e-01
5.050505050505016413e-02,-3.989898989898989612e+00,-7.503728633744201071e-01
1.515151515151513806e-01,-3.989898989898989612e+00,-7.520600921717983667e-01
2.525252525252525970e-01,-3.989898989898989612e+00,-7.554165838301538649e-01
3.535353535353538135e-01,-3.989898989898989612e+00,-7.604064148250014865e-01
4.545454545454541417e-01,-3.989898989898989612e+00,-7.669757246248851690e-01
5.555555555555553582e-01,-3.989898989898989612e+00,-7.750527561157245504e-01
6.565656565656565746e-01,-3.989898989898989612e+00,-7.845479268951295326e-01
7.575757575757577911e-01,-3.989898989898989612e+00,-7.953539454332744230e-01
8.585858585858581193e-01,-3.989898989898989612e+00,-8.073459885038082318e-01
9.595959595959593358e-01,-3.989898989898989612e+00,-8.203819580403782785e-01
1.060606060606060552e+00,-3.989898989898989612e+00,-8.343028366078113489e-01
1.161616161616161769e+00,-3.989898989898989612e+00,-8.489331609568632198e-01
1.262626262626262097e+00,-3.989898989898989612e+00,-8.640816326517759549e-01
1.363636363636363313e+00,-3.989898989898989612e+00,-8.795418835415972358e-01
1.464646464646464530e+00,-3.989898989898989612e+00,-8.950934119345997919e-01
1.565656565656565746e+00,-3.989898989898989612e+00,-9.105027027956648089e-01
1.666666666666666963e+00,-3.989898989898989612e+00,-9.255245422010497380e-01
